CustomerID,Name,Email,Country,Gender,Age,Segment,RegistrationDate
141,Jonathan Dougherty,acostaregina@example.net,Spain,Male,28,One-Time,2022-10-10
142,Mason Johnson,bboone@example.net,Spain,Female,19,Regular,2022-06-20
143,Theodore Jones Jr.,cameronhill@example.net,Spain,Other,39,Regular,2020-09-15
144,Erika Vang,shawn96@example.org,Sweden,Other,65,Regular,2022-09-27
145,Matthew Rich,russellbeasley@example.com,Italy,Female,28,Regular,2023-03-27
146,Jennifer Blair,ronald45@example.org,France,Female,20,Premium,2021-09-09
147,Andrea Decker,reynoldsjulie@example.com,Belgium,Male,30,Regular,2023-03-03
148,Laurie Hoffman,elizabeth65@example.net,Belgium,Female,37,Regular,2020-10-20
149,Michelle Schmitt,michael98@example.org,Italy,Male,19,Premium,2022-01-18
150,Courtney Rodriguez,danny49@example.org,Italy,Female,39,Regular,2020-11-27
151,Vanessa Cardenas,lynchdiane@example.net,Netherlands,Male,35,One-Time,2022-01-27
152,Donald Farmer,michael22@example.net,Poland,Other,50,Regular,2021-05-21
153,Charles Schultz,davisalyssa@example.com,Sweden,Other,52,Premium,2023-01-17
154,Christopher Collins,kimberly99@example.org,Poland,Male,25,Regular,2022-01-13
155,Paul Williams,nelsonebony@example.com,Netherlands,Male,55,One-Time,2020-06-21
156,Donald Fischer,reeddaniel@example.net,Netherlands,Male,24,Regular,2022-10-31
157,Kelsey Parker,randallgreene@example.org,Sweden,Female,64,Regular,2023-02-18
158,Daniel Taylor,keith10@example.com,Poland,Female,56,Discount Seeker,2021-02-12
159,James Padilla,charles06@example.org,France,Female,54,Regular,2022-01-29
160,Shannon Johnston,amckinney@example.com,Italy,Female,20,Discount Seeker,2022-03-16
161,Vincent Jackson,xcollier@example.org,Sweden,Male,51,Regular,2020-09-26
162,Dana Chapman,fosterkyle@example.com,Italy,Female,45,Regular,2022-02-08
163,Christopher Dixon,schmidtjames@example.com,France,Other,39,Regular,2021-03-11
164,Sabrina Briggs,curtisscott@example.org,Poland,Other,25,Regular,2021-09-28
165,Peter Jones,kmarshall@example.net,Netherlands,Other,37,Premium,2022-10-23
166,Sonia Day,michelle52@example.com,Sweden,Female,43,Discount Seeker,2022-02-27
167,Mark Hogan,bellcharles@example.com,Netherlands,Other,26,Regular,2020-07-16
168,Jacob Mitchell,gilbertwilliam@example.com,Italy,Female,60,Premium,2022-03-04
169,Rebecca Huang,kstout@example.net,Sweden,Other,65,Premium,2022-09-19
170,John Hernandez,hayeslisa@example.com,Spain,Other,54,Regular,2021-01-18
171,Carrie Wright,hritter@example.net,Netherlands,Female,53,Regular,2020-08-10
172,Jake Campbell,rschroeder@example.net,Germany,Female,36,Premium,2022-11-04
173,Maria Jones,grantpaul@example.com,Italy,Female,55,Regular,2020-06-21
174,Lindsey Hernandez,aguilardonald@example.com,Poland,Female,46,Regular,2023-01-15
175,Melissa Myers,collinsnicholas@example.com,Belgium,Other,31,Regular,2021-07-26
176,Sandra Rodgers,lucasrodney@example.com,Belgium,Other,28,Premium,2020-10-16
177,Christopher Lewis,ilee@example.org,France,Female,50,Regular,2020-04-29
178,Richard Romero,stanleynancy@example.net,Poland,Male,33,Regular,2020-07-29
179,Brittany White,jenniferwilliams@example.com,Netherlands,Male,30,One-Time,2020-10-21
180,Tracy Bishop,pyoung@example.com,Spain,Male,20,Premium,2023-02-15
181,Cheyenne Gregory,smurray@example.com,Italy,Female,57,Regular,2022-03-30
182,Tracy Montoya,moniquewilliams@example.com,France,Female,44,Premium,2022-05-22
183,Ashley Singleton,mitchellkathryn@example.com,Italy,Other,62,One-Time,2021-10-29
184,Brittany Kim,lisawilkerson@example.org,Sweden,Female,43,Discount Seeker,2022-02-27
185,Jonathan Young,brooksanthony@example.org,Italy,Male,59,Regular,2022-01-05
186,Charles Johnson,ihorton@example.net,Germany,Male,45,Regular,2023-01-05
187,Aaron Miller,jason28@example.net,Italy,Male,62,Discount Seeker,2022-03-30
188,Ashley Roberts,david36@example.net,Belgium,Male,53,Regular,2022-11-02
189,Brian Stein,chenbailey@example.net,Italy,Male,47,Regular,2022-11-24
190,Aaron Gomez,qlopez@example.org,Spain,Female,60,Regular,2020-11-10
191,Andrea Fox,myerstheodore@example.net,Poland,Female,57,Premium,2022-06-23
192,Mrs. Alexis Kramer,john19@example.net,Sweden,Other,46,Discount Seeker,2021-11-22
193,Harold Morgan,mariacohen@example.net,Spain,Other,48,One-Time,2021-08-30
194,Robin Brown,mjohnson@example.org,Belgium,Female,33,Regular,2022-04-14
195,Emily Collins,ihays@example.com,Netherlands,Other,49,Regular,2021-02-04
196,Matthew Mitchell,glennmartin@example.org,Italy,Female,46,Regular,2021-04-29
197,James Gonzales,lmorgan@example.com,France,Other,36,Discount Seeker,2021-10-24
198,Tim Stone PhD,mmiller@example.org,Italy,Female,39,Discount Seeker,2023-03-12
199,Brian Murphy,kirk96@example.org,Poland,Other,23,Discount Seeker,2022-07-27
200,Jeremy Acosta,christina64@example.net,Spain,Male,32,Discount Seeker,2023-03-08
201,Mark Cox,stephaniethomas@example.net,Sweden,Other,27,Regular,2020-06-29
202,Amanda Jones,michael90@example.net,Italy,Male,44,Premium,2023-02-18
203,Tiffany Watson,berryalyssa@example.com,Sweden,Female,52,Premium,2020-11-25
204,Danielle Wilson,victorhughes@example.net,Belgium,Female,21,Discount Seeker,2021-08-02
205,David Griffin,heather73@example.org,Italy,Female,42,Regular,2020-09-30
206,Jodi Roach,zosborn@example.net,Germany,Other,42,Premium,2020-10-28
207,Michelle Pierce,patricia22@example.com,Belgium,Male,40,Premium,2021-08-10
208,William Conner,kristyjohnson@example.net,Netherlands,Female,44,Regular,2022-05-31
209,Robert Arnold,jonesraymond@example.net,Italy,Female,32,Premium,2022-09-07
210,Patricia Morrow,martinezlogan@example.org,Netherlands,Female,49,Premium,2022-04-14
211,Joseph Anderson,katrinaanderson@example.net,Germany,Female,39,Regular,2022-03-01
212,Kelly Torres,marcusfletcher@example.com,Sweden,Other,28,Regular,2020-06-26
213,Sarah King,david49@example.net,Belgium,Male,57,Regular,2022-06-16
214,Caroline David,georgeweber@example.net,Germany,Female,55,Regular,2020-08-24
215,Kristy Bryan,millerstacy@example.net,Germany,Male,59,Discount Seeker,2021-09-07
216,Pamela Butler,jimenezcourtney@example.com,Sweden,Male,47,Regular,2021-05-17
217,Karen Ballard,eevans@example.net,Spain,Male,34,Regular,2022-12-24
218,Jason Marshall,catherine55@example.net,Sweden,Female,31,Discount Seeker,2020-07-03
219,Bianca Wood,floressteven@example.com,Belgium,Female,39,Regular,2021-09-19
220,Brent Roberts,alin@example.org,Sweden,Female,44,Discount Seeker,2022-02-28
221,Taylor Griffith,kathrynjimenez@example.net,Netherlands,Male,48,Regular,2020-12-05
222,Mr. Alexander Landry MD,jasongomez@example.org,Germany,Other,52,Regular,2022-03-27
223,Stephen Pena MD,booneryan@example.com,Germany,Female,32,Premium,2021-06-12
224,Holly Morales,michaelroberts@example.com,France,Other,20,Regular,2021-10-21
225,Joshua Bryan,andersoncolin@example.com,Germany,Male,30,Regular,2022-05-24
226,Holly Thomas,cporter@example.org,Germany,Other,27,Regular,2021-09-09
227,Regina Stone,catherinerobertson@example.com,Italy,Male,48,One-Time,2020-10-30
228,James Jensen,brittney88@example.net,France,Other,31,Regular,2022-11-09
229,Elizabeth Cabrera,mark16@example.net,Belgium,Other,34,Discount Seeker,2022-05-01
230,Molly Watts,carlsonjoseph@example.net,Poland,Male,56,Regular,2021-07-22
231,Mikayla Silva,alexandriagriffith@example.com,France,Male,37,Discount Seeker,2022-09-16
232,Dana Armstrong,leescott@example.com,France,Other,19,Regular,2020-11-16
233,Damon Shaw,vsalas@example.net,Netherlands,Other,61,Regular,2020-11-22
234,Kelly Hoffman,ufox@example.org,Sweden,Female,63,Regular,2020-07-06
235,Gloria Gomez,chelsea33@example.com,Italy,Male,55,Premium,2022-03-16
236,Todd Hendrix,janet75@example.com,Italy,Male,62,Discount Seeker,2022-08-15
237,Taylor Griffith,david86@example.com,Netherlands,Other,56,Regular,2021-09-24
238,Regina Roberts,stephanie15@example.com,France,Other,20,Premium,2021-09-19
239,John Harris,sarah42@example.org,Poland,Other,45,Regular,2023-01-15
240,Cynthia Williams,danawilliams@example.com,Poland,Male,50,Premium,2022-11-13
241,Ashlee Townsend,oconnelltiffany@example.org,Poland,Male,44,One-Time,2021-08-27
242,Shirley Alvarez,katelynmitchell@example.com,Belgium,Male,45,One-Time,2021-12-24
243,Randy Pearson,amandasharp@example.org,Poland,Other,47,One-Time,2022-12-30
244,Ryan Peck,osbornrandy@example.com,Spain,Female,29,Regular,2020-12-28
245,Tonya Howe,smithashley@example.org,Netherlands,Other,52,Premium,2021-01-15
246,William Daniels,ismall@example.net,Belgium,Female,45,One-Time,2021-09-03
247,Robert Rivera,twong@example.org,Netherlands,Female,33,Regular,2022-03-29
248,Rachel Bradley,gregorychase@example.com,France,Female,46,One-Time,2020-04-22
249,Angie Caldwell,tinawoods@example.org,Italy,Female,54,One-Time,2022-01-25
250,David Molina,kevin90@example.com,Sweden,Female,19,Discount Seeker,2020-04-11
251,David Contreras,zparker@example.net,Belgium,Female,29,Regular,2023-01-11
252,Stacy Carrillo,fowlershelia@example.com,Belgium,Male,40,Regular,2022-05-21
253,Tyler Mendoza,madkins@example.com,Netherlands,Female,35,Discount Seeker,2022-11-11
254,Susan Todd,kathleenbecker@example.net,Netherlands,Other,18,Regular,2022-01-06
255,Kelsey Cox,brownamy@example.net,Italy,Male,33,Premium,2020-08-06
256,Brittany Murphy,nwilson@example.net,Sweden,Female,53,Regular,2021-02-09
257,Steven Griffin Jr.,williambryant@example.org,Italy,Other,48,One-Time,2022-09-23
258,Robert Cummings,ascott@example.net,Belgium,Female,19,Regular,2022-08-17
259,Amber Cooper,weaverbrian@example.org,France,Female,32,Regular,2021-03-05
260,Jason Mack,ybrooks@example.com,Sweden,Other,33,Premium,2022-04-04
261,Michael Stanley,desireebailey@example.org,Netherlands,Other,55,Regular,2021-11-08
262,Cameron Irwin,avilatiffany@example.com,Poland,Female,53,One-Time,2022-07-14
263,Jessica Gray,johnreed@example.com,Poland,Female,65,Premium,2023-02-11
264,Molly Rodriguez,bmendez@example.org,Poland,Female,62,Regular,2021-01-18
265,Kirk Griffin,sanchezbradley@example.com,Belgium,Female,37,Discount Seeker,2021-02-15
266,Nicole Parsons,williamroberts@example.net,Netherlands,Male,25,Discount Seeker,2021-03-31
267,Kyle Chambers,joel28@example.org,Italy,Female,25,Regular,2022-09-12
268,Antonio Fry,conniesimmons@example.com,Spain,Male,31,Discount Seeker,2022-01-03
269,Teresa Powers,heather62@example.com,Belgium,Female,64,Regular,2020-06-12
270,Joshua Allen,kevinzimmerman@example.com,Netherlands,Male,30,Regular,2021-11-06
271,Tracy Grant,paulscott@example.com,Netherlands,Male,41,Discount Seeker,2020-06-29
272,Jerry Watson,brettbennett@example.net,Spain,Female,18,Discount Seeker,2022-12-31
273,Benjamin Ballard,timothybooth@example.com,Spain,Female,20,Discount Seeker,2022-10-24
274,Alexis Giles,burgesskaren@example.org,Germany,Other,36,One-Time,2021-07-15
275,Christine Herman,kimberly67@example.net,Spain,Other,49,Regular,2023-03-17
276,Dennis Hunt,zowens@example.net,France,Male,54,Regular,2023-01-03
277,Erica Harris,robert93@example.net,Netherlands,Female,48,Discount Seeker,2022-03-31
278,Juan Silva,mphillips@example.com,Belgium,Female,29,Regular,2020-11-13
279,Roy Porter,jonathan77@example.com,Germany,Female,48,Discount Seeker,2021-03-24
280,Heather Taylor,iwhite@example.net,France,Male,43,Discount Seeker,2020-12-18
281,Sara Jones,duranrobert@example.net,Belgium,Male,54,Discount Seeker,2020-07-01
282,Chris Robinson,nbrooks@example.net,Germany,Male,27,Regular,2021-03-26
283,Susan Hopkins,smithandrea@example.org,Netherlands,Male,33,Regular,2023-01-31
284,Denise Madden,shawheidi@example.com,France,Other,44,Premium,2020-04-26
285,Brent Hernandez,christineking@example.com,Italy,Other,42,Regular,2021-01-04
286,Angela Chung,scunningham@example.org,Belgium,Female,37,Premium,2021-05-21
287,Sarah Valdez,davisnicholas@example.net,Sweden,Female,54,Regular,2021-07-10
288,Adam Jackson,pbruce@example.com,Germany,Other,65,Regular,2022-04-10
289,Valerie Jacobson,hallrachel@example.net,France,Male,58,Regular,2022-08-28
290,Anthony Jones,rachel90@example.org,Italy,Female,60,Regular,2022-08-29
291,Daniel Thomas,thickman@example.org,France,Male,33,Premium,2021-08-02
292,Ruben Price,patrick21@example.net,Spain,Other,22,Premium,2022-08-25
293,Jeffrey Roberson,cassie99@example.com,Spain,Male,44,Discount Seeker,2021-09-20
294,Donald Riddle,jperez@example.com,Belgium,Other,56,Regular,2021-08-21
295,Kevin James,lauren11@example.com,Belgium,Female,20,Premium,2022-01-31
296,Richard Moore,gstewart@example.org,Italy,Female,63,Regular,2020-11-26
297,Jill Juarez,andersonjacob@example.com,Netherlands,Other,47,Discount Seeker,2020-04-09
298,Jennifer Johnson,angela99@example.com,France,Other,32,Regular,2022-08-14
299,Jason Maxwell,ashleyjackson@example.com,Netherlands,Other,55,Regular,2021-11-20
300,Eric Snyder,jacksonjoshua@example.com,Italy,Female,25,Premium,2020-12-20
301,Heather Raymond,mwheeler@example.com,Italy,Other,27,Premium,2022-04-23
302,Adam Foster,vbrock@example.com,Netherlands,Male,22,Regular,2020-09-14
303,Rodney Curtis,kevinmorrison@example.net,Germany,Male,37,Regular,2021-09-02
304,Christopher Sanders,kelly79@example.org,Netherlands,Female,25,Regular,2021-02-07
305,Robert Long,frederickjames@example.net,Belgium,Other,37,Discount Seeker,2021-08-20
306,Krista Benton,nhahn@example.com,Sweden,Female,50,One-Time,2021-01-05
307,Andrea Abbott,ichambers@example.net,Belgium,Female,23,Regular,2021-06-27
308,Matthew Espinoza,mjones@example.com,Germany,Female,65,Regular,2021-07-15
309,Jonathon Knapp,ystephens@example.com,Poland,Other,34,Discount Seeker,2022-09-22
310,Kimberly Little,rodriguezjohn@example.net,Germany,Male,32,Regular,2023-03-26
311,Lonnie Hart,vrasmussen@example.com,Germany,Other,35,Regular,2021-10-04
312,David Dixon,seanmyers@example.net,Germany,Male,48,Premium,2020-09-12
313,Brittany Cuevas,agarcia@example.org,Belgium,Female,29,Premium,2022-10-02
314,Monica Bailey,stanley38@example.com,Sweden,Other,49,One-Time,2020-09-28
315,Jeffrey Horton,carlos01@example.org,France,Female,40,Discount Seeker,2021-09-24
316,Megan Martin,zacharyarnold@example.com,Sweden,Female,38,Regular,2021-09-15
317,Joel Salinas,jacobsandoval@example.com,France,Male,39,Regular,2022-08-18
318,Sonya Cole,tprice@example.org,Sweden,Other,49,Premium,2020-05-16
319,Michael Flynn,lloydamanda@example.com,Netherlands,Other,43,Premium,2021-02-14
320,Brian Lambert,orose@example.com,Germany,Female,23,Regular,2021-08-20
321,James Wilson,megan92@example.net,Poland,Female,38,Regular,2022-10-15
322,Leslie Powers,david41@example.org,France,Female,50,Discount Seeker,2021-07-07
323,Kayla Barnes,baileyhenderson@example.com,Germany,Other,52,Regular,2021-11-01
324,Tamara Arias,angelaburns@example.org,Belgium,Female,21,Regular,2022-12-14
325,Jerry Brown,stephanie72@example.org,Italy,Other,41,One-Time,2021-01-16
326,Kathy Simpson,cperry@example.com,Belgium,Other,46,Discount Seeker,2021-11-18
327,Andre Juarez,antonio38@example.com,Germany,Male,35,Regular,2020-12-16
328,Krystal Barton,hdunn@example.net,Spain,Female,46,Regular,2020-12-18
329,Joshua Ritter,wolfscott@example.org,Belgium,Male,19,Regular,2020-09-25
330,Ronald Potter,nancy07@example.com,Italy,Other,28,Regular,2022-01-21
331,Angie Grimes,rowejoel@example.net,Netherlands,Other,18,Regular,2021-09-24
332,Shannon Bishop,imartin@example.org,Sweden,Male,32,Discount Seeker,2022-10-01
333,Laura Patel,mariopadilla@example.com,France,Female,25,Premium,2021-02-16
334,Scott Duke,taylorkaren@example.com,Spain,Female,63,Premium,2022-09-07
335,Sharon Martinez DVM,dustinmorris@example.org,Netherlands,Other,63,Premium,2020-07-02
336,Charles Chen,ebrooks@example.net,Netherlands,Female,48,Premium,2023-02-15
337,Paul Neal,shawn75@example.net,Belgium,Male,47,Discount Seeker,2020-08-23
